pathname,timestamp,arousal,valence,emotion_sentence,familiarity_rating,participant_id,film,composer,song_name,year,soundtrack,director,genre,ISRC,num_timestamps,timestamp_order,emotion_subsentence,split_emotion_sentence,matched_keyword_clean,emotion_group_id,file_path
/audioFolder5//film-score-emotion-survey/audioFolder5/la_musique_du_futur__moncoeur_petite_maman_jeanbaptiste_de_laubier_para_one_celine_sciamma_sample_1.mp3,0.0045490506329111,0.763,0.084,"This felt overall positive with moments of more positive/negative, at the positive moments it felt hopeful and had wonder",familiar-feeling-not-familiar,_ifyndni2c,A Hidden Life,James Newton Howard,Hope,2019,0,Terrence Malick,Horror Mystery Thriller,TCAFP2119455,1,1,This felt overall positive with moments of more positive/negative,This felt positive,positive,8.0,lamusiquedufuturmoncoeurpetitemamanjeanbaptistedelaubierparaonecelinesciammasample1mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/la_musique_du_futur__moncoeur_petite_maman_jeanbaptiste_de_laubier_para_one_celine_sciamma_sample_1.mp3,1.56073470464134,0.763,0.279,"This felt overall positive with moments of more positive/negative, at the positive moments it felt hopeful and had wonder",familiar-feeling-not-familiar,_ifyndni2c,A Hidden Life,James Newton Howard,Hope,2019,0,Terrence Malick,Horror Mystery Thriller,TCAFP2119455,1,2,positive with moments,with moments of more,wonder,6.0,lamusiquedufuturmoncoeurpetitemamanjeanbaptistedelaubierparaonecelinesciammasample1mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/la_musique_du_futur__moncoeur_petite_maman_jeanbaptiste_de_laubier_para_one_celine_sciamma_sample_1.mp3,4.51087816455696,0.668,0.079,"This felt overall positive with moments of more positive/negative, at the positive moments it felt hopeful and had wonder",familiar-feeling-not-familiar,_ifyndni2c,A Hidden Life,James Newton Howard,Hope,2019,0,Terrence Malick,Horror Mystery Thriller,TCAFP2119455,1,3,"of more positive/negative,","positive/negative, at positive",positive,8.0,lamusiquedufuturmoncoeurpetitemamanjeanbaptistedelaubierparaonecelinesciammasample1mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/la_musique_du_futur__moncoeur_petite_maman_jeanbaptiste_de_laubier_para_one_celine_sciamma_sample_1.mp3,9.53619462025316,0.713,0.239,"This felt overall positive with moments of more positive/negative, at the positive moments it felt hopeful and had wonder",familiar-feeling-not-familiar,_ifyndni2c,A Hidden Life,James Newton Howard,Hope,2019,0,Terrence Malick,Horror Mystery Thriller,TCAFP2119455,1,4,at the positive,moments it felt hopeful,hopeful,0.0,lamusiquedufuturmoncoeurpetitemamanjeanbaptistedelaubierparaonecelinesciammasample1mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/la_musique_du_futur__moncoeur_petite_maman_jeanbaptiste_de_laubier_para_one_celine_sciamma_sample_1.mp3,12.1817642405063,0.848,0.339,"This felt overall positive with moments of more positive/negative, at the positive moments it felt hopeful and had wonder",familiar-feeling-not-familiar,_ifyndni2c,A Hidden Life,James Newton Howard,Hope,2019,0,Terrence Malick,Horror Mystery Thriller,TCAFP2119455,1,5,moments it felt hopeful and had wonder,had wonder,wonder,6.0,lamusiquedufuturmoncoeurpetitemamanjeanbaptistedelaubierparaonecelinesciammasample1mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/la_puntura_della_morte_ennio_morricone__the_hateful_eight_sample_1.mp3,0.0198085687535303,0.163,0.115,"I tried the sequences for the four selected areas, calm, tension, then neutral energy and finally relief.",familiar-feeling-not-familiar,_r2lvjm6vr,The Hateful Eight,Ennio Morricone,La Puntura Della Morte,2015,0,Quentin Tarantino,Crime Drama Mystery,GBUM71507246,1,1,I tried the sequences,I tried sequences for,calm,0.0,lapunturadellamorteenniomorriconethehatefuleightsample1mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/la_puntura_della_morte_ennio_morricone__the_hateful_eight_sample_1.mp3,5.10855095676934,0.472,-0.175,"I tried the sequences for the four selected areas, calm, tension, then neutral energy and finally relief.",familiar-feeling-not-familiar,_r2lvjm6vr,The Hateful Eight,Ennio Morricone,La Puntura Della Morte,2015,0,Quentin Tarantino,Crime Drama Mystery,GBUM71507246,1,2,for the four selected,"four selected areas, calm,",tense,3.0,lapunturadellamorteenniomorriconethehatefuleightsample1mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/la_puntura_della_morte_ennio_morricone__the_hateful_eight_sample_1.mp3,8.73938113698089,0.772,0.005,"I tried the sequences for the four selected areas, calm, tension, then neutral energy and finally relief.",familiar-feeling-not-familiar,_r2lvjm6vr,The Hateful Eight,Ennio Morricone,La Puntura Della Morte,2015,0,Quentin Tarantino,Crime Drama Mystery,GBUM71507246,1,3,"areas, calm, tension, then","tension, n neutral energy",neutral,1.0,lapunturadellamorteenniomorriconethehatefuleightsample1mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/la_puntura_della_morte_ennio_morricone__the_hateful_eight_sample_1.mp3,12.0507408868977,0.142,0.35,"I tried the sequences for the four selected areas, calm, tension, then neutral energy and finally relief.",familiar-feeling-not-familiar,_r2lvjm6vr,The Hateful Eight,Ennio Morricone,La Puntura Della Morte,2015,0,Quentin Tarantino,Crime Drama Mystery,GBUM71507246,1,4,neutral energy and finally relief.,finally relief.,relief,0.0,lapunturadellamorteenniomorriconethehatefuleightsample1mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/lady_bird__jon_brion_lady_bird_sample_1.mp3,0.1979210693153,-0.101,0.546,"Like this one, expectation again, similar to a tune I like",not-sure,_qbyljwcqe,Lady Bird,Jon Brion,Lady Bird,2017,0,Greta Gerwig,Comedy Drama,USLS51713023,1,1,"Like this one, expectation again, similar to a tune I like","this one, expectation again, similar to a tune I",expectation,6.0,ladybirdjonbrionladybirdsample1mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/lady_bird__jon_brion_lady_bird_sample_2.mp3,10.8756462585034,-0.899,0.6,very relaxed,familiar-feeling-not-familiar,_rdash7p86,Lady Bird,Jon Brion,Lady Bird,2017,0,Greta Gerwig,Comedy Drama,USLS51713023,1,1,very relaxed,relaxed,relaxed,0.0,ladybirdjonbrionladybirdsample2mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/lady_bird__jon_brion_lady_bird_sample_2.mp3,10.4030368461378,0.164,0.301,The fist three quarters of the piece promoted a sense of vulnerability but developing trust/stability then became more positive but retained a hint of doubt.   ,never-heard-this,_rj8z3xg2s,Lady Bird,Jon Brion,Lady Bird,2017,0,Greta Gerwig,Comedy Drama,USLS51713023,1,1,The fist three quarters of the piece promoted a sense of vulnerability,fist three quarters of piece promoted a sense of vulnerability but developing trust/stability n became more positive but retained a hint of doubt.,vulnerability,4.0,ladybirdjonbrionladybirdsample2mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/lamitie_jeanmichel_blais_matthias__maxime_sample_2.mp3,1.90133333333333,-0.253,0.56,Felt light and joyful,familiar,_712wd9nfj,Matthias & Maxime,Jean-Michel Blais,L'amitié,2020,0,Xavier Dolan,Drama Romance,GBUM71904686,1,1,Felt light and joyful,Felt light,light,0.0,lamitiejeanmichelblaismatthiasmaximesample2mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/lamitie_jeanmichel_blais_matthias__maxime_sample_2.mp3,5.74133333333333,-0.473,0.42,Felt light and joyful,familiar,_712wd9nfj,Matthias & Maxime,Jean-Michel Blais,L'amitié,2020,0,Xavier Dolan,Drama Romance,GBUM71904686,1,2,Felt light and joyful,joyful,joyful,2.0,lamitiejeanmichelblaismatthiasmaximesample2mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/lamitie_jeanmichel_blais_matthias__maxime_sample_2.mp3,10.7413333333333,-0.633,0.26,Felt light and joyful,familiar,_712wd9nfj,Matthias & Maxime,Jean-Michel Blais,L'amitié,2020,0,Xavier Dolan,Drama Romance,GBUM71904686,1,3,and joyful,joyful,joyful,2.0,lamitiejeanmichelblaismatthiasmaximesample2mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/lamitie_jeanmichel_blais_matthias__maxime_sample_2.mp3,2.35972789115646,0.613,0.187,"Surprise for the first marker, suspension and joyful conclusion for the following ones",never-heard-this,_p44ad1wtv,Matthias & Maxime,Jean-Michel Blais,L'amitié,2020,0,Xavier Dolan,Drama Romance,GBUM71904686,1,1,Surprise for the,"Surprise for first marker,",surprise,2.0,lamitiejeanmichelblaismatthiasmaximesample2mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/lamitie_jeanmichel_blais_matthias__maxime_sample_2.mp3,4.10993197278911,0.293,0.562,"Surprise for the first marker, suspension and joyful conclusion for the following ones",never-heard-this,_p44ad1wtv,Matthias & Maxime,Jean-Michel Blais,L'amitié,2020,0,Xavier Dolan,Drama Romance,GBUM71904686,1,2,"marker, suspension",suspension joyful conclusion for,suspenseful,6.0,lamitiejeanmichelblaismatthiasmaximesample2mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/lamitie_jeanmichel_blais_matthias__maxime_sample_2.mp3,7.32879818594104,0.183,0.727,"Surprise for the first marker, suspension and joyful conclusion for the following ones",never-heard-this,_p44ad1wtv,Matthias & Maxime,Jean-Michel Blais,L'amitié,2020,0,Xavier Dolan,Drama Romance,GBUM71904686,1,3,joyful conclusion for the following ones,suspension joyful conclusion for,joyful,2.0,lamitiejeanmichelblaismatthiasmaximesample2mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/lamitie_jeanmichel_blais_matthias__maxime_sample_2.mp3,4.10237518277057,-0.122,-0.171,Relaxing.  The energy changed at my marker as more notes introduced more element of interest,never-heard-this,_zkj0ijgbp,Matthias & Maxime,Jean-Michel Blais,L'amitié,2020,0,Xavier Dolan,Drama Romance,GBUM71904686,1,1,Relaxing.  The energy changed at my marker as more notes introduced more element of interest,Relaxing. energy changed at my marker as more notes introduced more element of interest,relaxing,0.0,lamitiejeanmichelblaismatthiasmaximesample2mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/lasvisitas_alberto__iglesias_parallel_mothers_sample_1.mp3,3.05834651898734,0.591,-0.174,"The change of feelings is very intense in this clip. In the first marker, I feel like all the tension built in the first part got off and felt suddenly calmed but threw me to a new feeling of excitement. Second marker made me feel a little calmer but expecting something else. Marker three totally annoyed me after hearing it for a while, totally creeping me out.",not-sure,_1cpqpmytm,Talk To Me,Cornel Wilczek,Mother,2022,0,"Danny Philippou, Michael Philippou",Drama,ES63I2100003,1,1,The change of feelings is very intense in this clip. In the,"change s is intense in this clip. In first marker, I all tension built in",tension,3.0,lasvisitasalbertoiglesiasparallelmotherssample1mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/lasvisitas_alberto__iglesias_parallel_mothers_sample_1.mp3,7.66101318565401,0.076,-0.349,"The change of feelings is very intense in this clip. In the first marker, I feel like all the tension built in the first part got off and felt suddenly calmed but threw me to a new feeling of excitement. Second marker made me feel a little calmer but expecting something else. Marker three totally annoyed me after hearing it for a while, totally creeping me out.",not-sure,_1cpqpmytm,Talk To Me,Cornel Wilczek,Mother,2022,0,"Danny Philippou, Michael Philippou",Drama,ES63I2100003,1,2,"marker, I feel like all the tension built in the",first part got off felt suddenly calmed but threw me to a new excitement. Second marker a,calm,0.0,lasvisitasalbertoiglesiasparallelmotherssample1mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/lasvisitas_alberto__iglesias_parallel_mothers_sample_1.mp3,9.77986550632911,0.741,-0.579,"The change of feelings is very intense in this clip. In the first marker, I feel like all the tension built in the first part got off and felt suddenly calmed but threw me to a new feeling of excitement. Second marker made me feel a little calmer but expecting something else. Marker three totally annoyed me after hearing it for a while, totally creeping me out.",not-sure,_1cpqpmytm,Talk To Me,Cornel Wilczek,Mother,2022,0,"Danny Philippou, Michael Philippou",Drama,ES63I2100003,1,3,The change of feelings is very intense in this clip,"little calmer but expecting something else. Marker three totally annoyed me after hearing it for a while, totally creeping me out.",exciting,2.0,lasvisitasalbertoiglesiasparallelmotherssample1mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/lasvisitas_alberto__iglesias_parallel_mothers_sample_1.mp3,4.35743343195266,-0.456,-0.184,"Exotic, foreign charm, dark and afraid.",never-heard-this,_9j47al7db,Talk To Me,Cornel Wilczek,Mother,2022,0,"Danny Philippou, Michael Philippou",Drama,ES63I2100003,1,1,"Exotic, foreign charm, dark","Exotic, foreign charm,",exotic\ charm,2.0,lasvisitasalbertoiglesiasparallelmotherssample1mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/lasvisitas_alberto__iglesias_parallel_mothers_sample_1.mp3,10.2661401098901,-0.816,-0.799,"Exotic, foreign charm, dark and afraid.",never-heard-this,_9j47al7db,Talk To Me,Cornel Wilczek,Mother,2022,0,"Danny Philippou, Michael Philippou",Drama,ES63I2100003,1,2,foreign charm,dark afraid.,afraid,4.0,lasvisitasalbertoiglesiasparallelmotherssample1mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/lasvisitas_alberto__iglesias_parallel_mothers_sample_2.mp3,3.66191275167785,0.614,-0.53,The whole piece felt like there was rising dread.,familiar,_aitz8t13k,Talk To Me,Cornel Wilczek,Mother,2022,0,"Danny Philippou, Michael Philippou",Drama,ES63I2100003,1,1,The whole piece felt like there was rising dread,whole piece felt,dread,4.0,lasvisitasalbertoiglesiasparallelmotherssample2mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/lasvisitas_alberto__iglesias_parallel_mothers_sample_2.mp3,10.6963087248322,0.289,-0.665,The whole piece felt like there was rising dread.,familiar,_aitz8t13k,Talk To Me,Cornel Wilczek,Mother,2022,0,"Danny Philippou, Michael Philippou",Drama,ES63I2100003,1,2,like there was rising dread.,re was rising dread.,increase,,lasvisitasalbertoiglesiasparallelmotherssample2mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/lasvisitas_alberto__iglesias_parallel_mothers_sample_2.mp3,1.64835164835165,0.252,-0.552,"I found it stressful, particularly the last marker. Made me want to clench my shoulders and tense up.",never-heard-this,_edx1s71ct,Talk To Me,Cornel Wilczek,Mother,2022,0,"Danny Philippou, Michael Philippou",Drama,ES63I2100003,1,1,"I found it stressful, particularly the","I found it stressful, particularly",stressful,4.0,lasvisitasalbertoiglesiasparallelmotherssample2mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/lasvisitas_alberto__iglesias_parallel_mothers_sample_2.mp3,3.9418089602705,0.367,-0.537,"I found it stressful, particularly the last marker. Made me want to clench my shoulders and tense up.",never-heard-this,_edx1s71ct,Talk To Me,Cornel Wilczek,Mother,2022,0,"Danny Philippou, Michael Philippou",Drama,ES63I2100003,1,2,I found it stressful,Tense shoulders,stressful,4.0,lasvisitasalbertoiglesiasparallelmotherssample2mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/lasvisitas_alberto__iglesias_parallel_mothers_sample_2.mp3,11.3355874894336,0.192,-0.728,"I found it stressful, particularly the last marker. Made me want to clench my shoulders and tense up.",never-heard-this,_edx1s71ct,Talk To Me,Cornel Wilczek,Mother,2022,0,"Danny Philippou, Michael Philippou",Drama,ES63I2100003,1,3,clench my shoulders and tense up. ,"Most stressful, clench my shoulders tense up.",tense,,lasvisitasalbertoiglesiasparallelmotherssample2mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/lasvisitas_alberto__iglesias_parallel_mothers_sample_2.mp3,9.0586937394247,0.473,0.337,clarinet (soloist) proposed a question and no one knew the answer...,not-sure,_s40nqv0su,Talk To Me,Cornel Wilczek,Mother,2022,0,"Danny Philippou, Michael Philippou",Drama,ES63I2100003,1,1,clarinet (soloist) proposed a question,clarinet (soloist) proposed a question no one knew answer...,unresolved,6.0,lasvisitasalbertoiglesiasparallelmotherssample2mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/le_feu_jeanbenoit_dunckel_summer_of_85_sample_1.mp3,6.39936750272628,0.78,-0.19,The marker indicates the music becomes more tense.,never-heard-this,_87gyh97l5,Summer of '85,Jean-Benoît Dunckel,Le Feu,2020,0,François Ozon,Drama Romance,FR9W12014900,1,1,The marker indicates the music becomes more tense,marker s music becomes more tense.,tense,3.0,lefeujeanbenoitdunckelsummerof85sample1mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/le_feu_jeanbenoit_dunckel_summer_of_85_sample_2.mp3,5.62578418419703,0.844,-0.496,The whole song is tense and the second part indicated by the marker increases the tense with a background sound.,never-heard-this,_i8tjackqh,Summer of '85,Jean-Benoît Dunckel,Le Feu,2020,0,François Ozon,Drama Romance,FR9W12014900,1,1,The whole song is tense,whole song is tense second part d by marker increases tense with a background sound.,tense,3.0,lefeujeanbenoitdunckelsummerof85sample2mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/leo_birenberg_bottoms_endcredits_sample_2.mp3,4.21866666666666,0.376,-0.022,"The song felt exciting, and the first marker was where there was an undercurrent of this building up, then the second marker was the realisation of this excitement, almost like a release. There is a certain familiarity with the format of the song, but the excitement can come from not quite knowing what to expect at the pinnacle of the build up",never-heard-this,_r0mxya6ht,West Side Story,"Leonard Berstein, David Newman, Matt Sullivan, Jeanine Tesori",The Dance At The Gym: Mambo,2021,0/1,Steven Spielberg,Drama,USQX92304702,1,1,"The song felt exciting,","song felt exciting, first marker was where re was an undercurrent of this building up, n second marker was realisation of this excitement, almost a",exciting,2.0,leobirenbergbottomsendcreditssample2mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/leo_birenberg_bottoms_endcredits_sample_2.mp3,8.25066666666667,0.591,-0.012,"The song felt exciting, and the first marker was where there was an undercurrent of this building up, then the second marker was the realisation of this excitement, almost like a release. There is a certain familiarity with the format of the song, but the excitement can come from not quite knowing what to expect at the pinnacle of the build up",never-heard-this,_r0mxya6ht,West Side Story,"Leonard Berstein, David Newman, Matt Sullivan, Jeanine Tesori",The Dance At The Gym: Mambo,2021,0/1,Steven Spielberg,Drama,USQX92304702,1,2,The song felt exciting,"release. re is a certain familiarity with format of song, but excitement can come from not quite knowing what to expect at pinnacle of build up",expect,6.0,leobirenbergbottomsendcreditssample2mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/leonard_bernstein__the_dance_at_the_gym_mambo_west_side_story_leonard_berstein_david_newman_matt_sullivan_jeanine_tesori_sample_1.mp3,10.2488040364583,0.688,0.808,Overall the excerpt feels tense. 1st marker indicates when I feel a sense of relief.,never-heard-this,_57v8oow2l,West Side Story,"Leonard Berstein, David Newman, Matt Sullivan, Jeanine Tesori",The Dance At The Gym: Mambo,2021,0/1,Steven Spielberg,Drama,USHR12142271,1,1,Overall the excerpt feels tense. 1st marker indicates when I feel a sense of relief,tense. 1st marker s when I a sense of relief.,tense,3.0,leonardbernsteinthedanceatthegymmambowestsidestoryleonardbersteindavidnewmanmattsullivanjeaninetesorisample1mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/les_feuilles_mortes_jeanmichel_blais_matthias__maxime_sample_1.mp3,3.64551945145114,0.36,0.37,"Overall, the music is quite positive and energetic, but then I get the feeling of sinking or being dragged into something bad",never-heard-this,_z1rzh278d,Matthias & Maxime,Jean-Michel Blais,Les feuilles mortes,2020,0,Xavier Dolan,Drama Romance,GBUM71904687,1,1,"Overall, the music is quite positive",", music is quite positive energetic, but n I",positive,8.0,lesfeuillesmortesjeanmichelblaismatthiasmaximesample1mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/les_feuilles_mortes_jeanmichel_blais_matthias__maxime_sample_1.mp3,11.7215734827301,-0.335,-0.365,"Overall, the music is quite positive and energetic, but then I get the feeling of sinking or being dragged into something bad",never-heard-this,_z1rzh278d,Matthias & Maxime,Jean-Michel Blais,Les feuilles mortes,2020,0,Xavier Dolan,Drama Romance,GBUM71904687,1,2,the music is quite positive and energetic,get sinking or being dragged into something bad,sinking,4.0,lesfeuillesmortesjeanmichelblaismatthiasmaximesample1mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/les_feuilles_mortes_jeanmichel_blais_matthias__maxime_sample_2.mp3,3.3752801601051,-0.471,-0.833,"The music reminded me of a betrayal or a villainous character - dark but not sad, almost angry. The first marker is neutral in terms of positivity/negativity (relative to the overall feeling of the piece), but picks up in energy. Then the second marker also picks up in energy but is more exciting/thrilling. And the third marker is darker, and sinister, but lower in energy.",familiar-feeling-not-familiar,_iwnx3dty6,Matthias & Maxime,Jean-Michel Blais,Les feuilles mortes,2020,0,Xavier Dolan,Drama Romance,GBUM71904687,1,1,The music reminded me of a betrayal or a villainous character - dark,"music reminded me betrayal or a villainous character - dark but not sad, almost angry. first marker is",etrayal,3.0,lesfeuillesmortesjeanmichelblaismatthiasmaximesample2mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/les_feuilles_mortes_jeanmichel_blais_matthias__maxime_sample_2.mp3,8.71903176593009,-0.541,-0.673,"The music reminded me of a betrayal or a villainous character - dark but not sad, almost angry. The first marker is neutral in terms of positivity/negativity (relative to the overall feeling of the piece), but picks up in energy. Then the second marker also picks up in energy but is more exciting/thrilling. And the third marker is darker, and sinister, but lower in energy.",familiar-feeling-not-familiar,_iwnx3dty6,Matthias & Maxime,Jean-Michel Blais,Les feuilles mortes,2020,0,Xavier Dolan,Drama Romance,GBUM71904687,1,2,"not sad, almost angry. The","neutral in terms of positivity/negativity (relative piece), but picks up in energy. n second marker",villainous,5.0,lesfeuillesmortesjeanmichelblaismatthiasmaximesample2mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/les_feuilles_mortes_jeanmichel_blais_matthias__maxime_sample_2.mp3,11.5843838871022,-0.731,-0.918,"The music reminded me of a betrayal or a villainous character - dark but not sad, almost angry. The first marker is neutral in terms of positivity/negativity (relative to the overall feeling of the piece), but picks up in energy. Then the second marker also picks up in energy but is more exciting/thrilling. And the third marker is darker, and sinister, but lower in energy.",familiar-feeling-not-familiar,_iwnx3dty6,Matthias & Maxime,Jean-Michel Blais,Les feuilles mortes,2020,0,Xavier Dolan,Drama Romance,GBUM71904687,1,3,"marker is neutral in terms of positivity/negativity (relative to the overall feeling of the piece),","also picks up in energy but is more exciting/thrilling. third marker is darker, sinister, but lower in energy.",energy,,lesfeuillesmortesjeanmichelblaismatthiasmaximesample2mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/licorice_pizza__jonny_greenwood_licorice_pizza_sample_2.mp3,9.65525685654011,-0.369,0.191,"The excerpt keeps it's dreamy and magical mood for most of its duration, just increasing the instrumentation for added positive effects",never-heard-this,_yl2fxbnro,Licorice Pizza,Jonny Greenwood,Licorice Pizza,2021,0,Paul Thomas Anderson,Comedy Drama Romance,USUG12105603,1,1,The excerpt keeps it's dreamy,"keeps it's dreamy magical mood for most of its duration, increasing instrumentation for added positive effects",dreamy\ magical,0.0,licoricepizzajonnygreenwoodlicoricepizzasample2mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/limpeza_pesada_mateus_alves_tomaz_alves_souza_bacurau_sample_1.mp3,0.963208525697086,0.187,-0.386,"This piece of music feels like its moving towards something, with the thudding bass that runs through it and the particular sound design.",not-sure,_92wls1kek,Bacurau,"Mateus Alves, Tomaz Alves Souza",Limpeza Pesada,2019,0,"Juliano Dornelles , Kleber Mendonça Filho",Horror Mystery Thriller,BXURC1900011,1,1,This piece of music feels like its,This piece of music its moving,approaching,3.0,limpezapesadamateusalvestomazalvessouzabacurausample1mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/limpeza_pesada_mateus_alves_tomaz_alves_souza_bacurau_sample_1.mp3,4.1391933942118,0.502,-0.261,"This piece of music feels like its moving towards something, with the thudding bass that runs through it and the particular sound design.",not-sure,_92wls1kek,Bacurau,"Mateus Alves, Tomaz Alves Souza",Limpeza Pesada,2019,0,"Juliano Dornelles , Kleber Mendonça Filho",Horror Mystery Thriller,BXURC1900011,1,2,"moving towards something, with the thudding bass","towards something, with thudding bass that runs",approaching,3.0,limpezapesadamateusalvestomazalvessouzabacurausample1mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/limpeza_pesada_mateus_alves_tomaz_alves_souza_bacurau_sample_1.mp3,10.3219508226728,0.632,-0.166,"This piece of music feels like its moving towards something, with the thudding bass that runs through it and the particular sound design.",not-sure,_92wls1kek,Bacurau,"Mateus Alves, Tomaz Alves Souza",Limpeza Pesada,2019,0,"Juliano Dornelles , Kleber Mendonça Filho",Horror Mystery Thriller,BXURC1900011,1,3,that runs through it and the particular sound design.,through it particular sound design.,approaching,3.0,limpezapesadamateusalvestomazalvessouzabacurausample1mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/limpeza_pesada_mateus_alves_tomaz_alves_souza_bacurau_sample_1.mp3,2.07016666666667,0.468,0.355,Overall feeling of positive confidence throughout,never-heard-this,_9w25vtbrx,Bacurau,"Mateus Alves, Tomaz Alves Souza",Limpeza Pesada,2019,0,"Juliano Dornelles , Kleber Mendonça Filho",Horror Mystery Thriller,BXURC1900011,1,1,Overall feeling of positive confidence throughout,positive confidence throughout,confident,2.0,limpezapesadamateusalvestomazalvessouzabacurausample1mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/limpeza_pesada_mateus_alves_tomaz_alves_souza_bacurau_sample_1.mp3,10.292823425293,0.323,0.6,Overall feeling of positive confidence throughout,never-heard-this,_9w25vtbrx,Bacurau,"Mateus Alves, Tomaz Alves Souza",Limpeza Pesada,2019,0,"Juliano Dornelles , Kleber Mendonça Filho",Horror Mystery Thriller,BXURC1900011,1,2,positive confidence throughout ,positive confidence throughout,positive,8.0,limpezapesadamateusalvestomazalvessouzabacurausample1mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/little_women__alexandre_desplat__laurie_and_jo_on_the_hill_sample_2.mp3,4.224,-0.18,0.535,Quite positive and calm. The marker marks what felt like a resolution and increase in calmness.,never-heard-this,_fnqpb5bv8,Little Women,Alexandre Desplat,Laurie and Jo on the Hill,2019,0,Greta Gerwig,"Drama, Romance",US4DG1900516,1,1,Quite positive,Quite positive calm. marker marks what felt a resolution increase in calmness.,calm,0.0,littlewomenalexandredesplatlaurieandjoonthehillsample2mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/little_women__robert_schumann__kinderszenen_op15_i_von_fremden_landern_und_menschen_sample_1.mp3,6.36390810292735,0.365,-0.113,"very nice piano, melancholic in my taste, for walking in the evening",familiar,_hkwu0v6ct,Little Women,Robert Schumann,Kinderszenen op.15 I. Von Fremden Ländern und Menschen,2019,1,Greta Gerwig,"Drama, Romance",DEF058330102,1,1,"very nice piano, melancholic in my","nice piano, melancholic in my",melancholic,4.0,littlewomenrobertschumannkinderszenenop15ivonfremdenlandernundmenschensample1mp3.mp3
/audioFolder5//film-score-emotion-survey/audioFolder5/little_women__robert_schumann__kinderszenen_op15_i_von_fremden_landern_und_menschen_sample_1.mp3,10.1639081029273,0.241,-0.098,"very nice piano, melancholic in my taste, for walking in the evening",familiar,_hkwu0v6ct,Little Women,Robert Schumann,Kinderszenen op.15 I. Von Fremden Ländern und Menschen,2019,1,Greta Gerwig,"Drama, Romance",DEF058330102,1,2,"taste, for walking in the evening ","taste, for walking in evening",melancholic,4.0,littlewomenrobertschumannkinderszenenop15ivonfremdenlandernundmenschensample1mp3.mp3
